file,class,method,variable,usage
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\automata\ATNFactory.java,org.antlr.v4.automata.ATNFactory$Handle,"Handle/2[org.antlr.v4.runtime.atn.ATNState,org.antlr.v4.runtime.atn.ATNState]",left,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\automata\ATNFactory.java,org.antlr.v4.automata.ATNFactory$Handle,"Handle/2[org.antlr.v4.runtime.atn.ATNState,org.antlr.v4.runtime.atn.ATNState]",right,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\ContextRuleListGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextRuleListGetterDecl,"ContextRuleListGetterDecl/4[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String,boolean]",factory,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\ContextRuleListGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextRuleListGetterDecl,"ContextRuleListGetterDecl/4[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String,boolean]",signature,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\ContextRuleListGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextRuleListGetterDecl,"ContextRuleListGetterDecl/4[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String,boolean]",name,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\ContextRuleListGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextRuleListGetterDecl,"ContextRuleListGetterDecl/4[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String,boolean]",ctxName,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\ContextRuleListGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextRuleListGetterDecl,"ContextRuleListGetterDecl/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String]",factory,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\ContextRuleListGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextRuleListGetterDecl,"ContextRuleListGetterDecl/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String]",name,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\ContextRuleListGetterDecl.java,org.antlr.v4.codegen.model.decl.ContextRuleListGetterDecl,"ContextRuleListGetterDecl/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String]",ctxName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,isHexDigit/1[int],c,6
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],slashCountPtr,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],c,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],i,6
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],j,18
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],currentIndex,5
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],indirectionLevelPtr,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],desiredIndex,9
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,LA/1[int],previousIndex,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,consume/0,indirectionLevel,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,consume/0,i,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,JavaUnicodeInputStream/1[org.antlr.v4.test.tool.CharStream],source,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",blockUnicodeEscape,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",c3,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",slashCountPtr,5
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",c4,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",nextIndexPtr,11
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",c5,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",indirectionLevelPtr,9
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",c0,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",value,7
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",c1,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,"readCharAt/3[int[],int[],int[]]",c2,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,release/1[int],marker,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,seek/1[int],index,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,getText/1[org.antlr.v4.test.tool.Interval],interval,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\JavaUnicodeInputStream.java,org.antlr.v4.test.tool.JavaUnicodeInputStream,hexValue/1[int],c,9
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,inErrorRecoveryMode/1[org.antlr.v4.runtime.Parser],recognizer,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,reportMatch/1[org.antlr.v4.runtime.Parser],recognizer,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,reset/1[org.antlr.v4.runtime.Parser],recognizer,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,"recover/2[org.antlr.v4.runtime.Parser,org.antlr.v4.runtime.RecognitionException]",e,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,"recover/2[org.antlr.v4.runtime.Parser,org.antlr.v4.runtime.RecognitionException]",recognizer,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,sync/1[org.antlr.v4.runtime.Parser],recognizer,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,recoverInline/1[org.antlr.v4.runtime.Parser],recognizer,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,"reportError/2[org.antlr.v4.runtime.Parser,org.antlr.v4.runtime.RecognitionException]",e,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\ANTLRErrorStrategy.java,org.antlr.v4.runtime.ANTLRErrorStrategy,"reportError/2[org.antlr.v4.runtime.Parser,org.antlr.v4.runtime.RecognitionException]",recognizer,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathLexerErrorListener.java,org.antlr.v4.runtime.tree.xpath.XPathLexerErrorListener,"syntaxError/6[org.antlr.v4.runtime.Recognizer<?,?>,java.lang.Object,int,int,java.lang.String,org.antlr.v4.runtime.RecognitionException]",msg,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathLexerErrorListener.java,org.antlr.v4.runtime.tree.xpath.XPathLexerErrorListener,"syntaxError/6[org.antlr.v4.runtime.Recognizer<?,?>,java.lang.Object,int,int,java.lang.String,org.antlr.v4.runtime.RecognitionException]",charPositionInLine,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathLexerErrorListener.java,org.antlr.v4.runtime.tree.xpath.XPathLexerErrorListener,"syntaxError/6[org.antlr.v4.runtime.Recognizer<?,?>,java.lang.Object,int,int,java.lang.String,org.antlr.v4.runtime.RecognitionException]",e,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathLexerErrorListener.java,org.antlr.v4.runtime.tree.xpath.XPathLexerErrorListener,"syntaxError/6[org.antlr.v4.runtime.Recognizer<?,?>,java.lang.Object,int,int,java.lang.String,org.antlr.v4.runtime.RecognitionException]",line,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathLexerErrorListener.java,org.antlr.v4.runtime.tree.xpath.XPathLexerErrorListener,"syntaxError/6[org.antlr.v4.runtime.Recognizer<?,?>,java.lang.Object,int,int,java.lang.String,org.antlr.v4.runtime.RecognitionException]",offendingSymbol,0
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathLexerErrorListener.java,org.antlr.v4.runtime.tree.xpath.XPathLexerErrorListener,"syntaxError/6[org.antlr.v4.runtime.Recognizer<?,?>,java.lang.Object,int,int,java.lang.String,org.antlr.v4.runtime.RecognitionException]",recognizer,0
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"createATN/2[org.antlr.v4.tool.Grammar,boolean]",f,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"createATN/2[org.antlr.v4.tool.Grammar,boolean]",g,9
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"createATN/2[org.antlr.v4.tool.Grammar,boolean]",atn,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"createATN/2[org.antlr.v4.tool.Grammar,boolean]",useSerializer,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"createATN/2[org.antlr.v4.tool.Grammar,boolean]",serialized,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",result,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",grammarStr,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",lexerName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",input,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",showDiagnosticErrors,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",workingDir,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",runOptions,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",startRuleName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",runner,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",parserName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",grammarFileName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execRecognizer/9[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,java.nio.file.Path,boolean]",saveTestDir,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,realElements/1[java.util.List<java.lang.String>],elements,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execParser/7[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean]",grammarStr,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execParser/7[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean]",lexerName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execParser/7[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean]",input,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execParser/7[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean]",showDiagnosticErrors,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execParser/7[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean]",startRuleName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execParser/7[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean]",parserName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execParser/7[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean]",grammarFileName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",grammarStr,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",lexerName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",input,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",grammarFileName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",msg,7
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",grammarStr,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",actual,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",ignored,0
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",fileName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",equeue,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",tempDirName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",i,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",pairs,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",printTree,0
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",expect,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",tempTestDir,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"testErrors/2[java.lang.String[],boolean]",lines,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,getFilenameFromFirstLineOfGrammar/1[java.lang.String],fileName,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,getFilenameFromFirstLineOfGrammar/1[java.lang.String],grIndex,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,getFilenameFromFirstLineOfGrammar/1[java.lang.String],line,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,getFilenameFromFirstLineOfGrammar/1[java.lang.String],semi,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,getFilenameFromFirstLineOfGrammar/1[java.lang.String],space,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/6[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.nio.file.Path,boolean]",grammarStr,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/6[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.nio.file.Path,boolean]",lexerName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/6[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.nio.file.Path,boolean]",input,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/6[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.nio.file.Path,boolean]",tempDir,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/6[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.nio.file.Path,boolean]",grammarFileName,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"execLexer/6[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.nio.file.Path,boolean]",saveTestDir,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"getTokenTypesViaATN/2[java.lang.String,org.antlr.v4.test.tool.LexerATNSimulator]",input,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"getTokenTypesViaATN/2[java.lang.String,org.antlr.v4.test.tool.LexerATNSimulator]",lexerATN,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"getTokenTypesViaATN/2[java.lang.String,org.antlr.v4.test.tool.LexerATNSimulator]",tokenTypes,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"getTokenTypesViaATN/2[java.lang.String,org.antlr.v4.test.tool.LexerATNSimulator]",in,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"getTokenTypesViaATN/2[java.lang.String,org.antlr.v4.test.tool.LexerATNSimulator]",ttype,3
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"createOptionsForJavaToolTests/12[java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,boolean,java.lang.String,java.lang.String,boolean,boolean,org.antlr.v4.test.tool.Stage,boolean]",grammarStr,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ToolTestUtils.java,org.antlr.v4.test.tool.ToolTestUtils,"createOptionsForJavaToolTests/12[java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean,boolean,java.lang.String,java.lang.String,boolean,boolean,org.antlr.v4.test.tool.Stage,boolean]",lexerName,1
