file,class,method,variable,usage
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",c,7
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",t,11
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",pt,4
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",newContext,1
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",treatEofAsEpsilon,1
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",lexerActionExecutor,1
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",config,10
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getEpsilonTarget/6[org.antlr.v4.runtime.CharStream,org.antlr.v4.runtime.atn.LexerATNConfig,org.antlr.v4.runtime.atn.Transition,org.antlr.v4.runtime.atn.ATNConfigSet,boolean,boolean]",ruleTransition,1
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,clearDFA/0,d,5
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,addDFAState/1[org.antlr.v4.runtime.atn.ATNConfigSet],firstConfigWithRuleStopState,4
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,addDFAState/1[org.antlr.v4.runtime.atn.ATNConfigSet],configs,6
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,addDFAState/1[org.antlr.v4.runtime.atn.ATNConfigSet],existing,2
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,addDFAState/1[org.antlr.v4.runtime.atn.ATNConfigSet],c,2
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,addDFAState/1[org.antlr.v4.runtime.atn.ATNConfigSet],proposed,5
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,addDFAState/1[org.antlr.v4.runtime.atn.ATNConfigSet],dfa,4
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,addDFAState/1[org.antlr.v4.runtime.atn.ATNConfigSet],newState,5
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,consume/1[org.antlr.v4.runtime.CharStream],curChar,1
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,consume/1[org.antlr.v4.runtime.CharStream],input,2
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,setCharPositionInLine/1[int],charPositionInLine,2
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getExistingTargetState/2[org.antlr.v4.runtime.dfa.DFAState,int]",s,3
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getExistingTargetState/2[org.antlr.v4.runtime.dfa.DFAState,int]",t,3
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"getExistingTargetState/2[org.antlr.v4.runtime.dfa.DFAState,int]",target,3
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,copyState/1[org.antlr.v4.runtime.atn.LexerATNSimulator],simulator,4
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"match/2[org.antlr.v4.runtime.CharStream,int]",mode,3
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"match/2[org.antlr.v4.runtime.CharStream,int]",input,5
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"match/2[org.antlr.v4.runtime.CharStream,int]",mark,2
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\atn\LexerATNSimulator.java,org.antlr.v4.runtime.atn.LexerATNSimulator,"match/2[org.antlr.v4.runtime.CharStream,int]",dfa,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\ThrowNoViableAlt.java,org.antlr.v4.codegen.model.ThrowNoViableAlt,"ThrowNoViableAlt/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.GrammarAST,org.antlr.v4.runtime.misc.IntervalSet]",expecting,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\ThrowNoViableAlt.java,org.antlr.v4.codegen.model.ThrowNoViableAlt,"ThrowNoViableAlt/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.GrammarAST,org.antlr.v4.runtime.misc.IntervalSet]",factory,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\ThrowNoViableAlt.java,org.antlr.v4.codegen.model.ThrowNoViableAlt,"ThrowNoViableAlt/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.GrammarAST,org.antlr.v4.runtime.misc.IntervalSet]",blkOrEbnfRootAST,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics/1[java.lang.String],layout,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics/1[java.lang.String],fontName,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics/1[java.lang.String],img,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics/1[java.lang.String],maxHeight,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics/1[java.lang.String],fontRenderContext,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics/1[java.lang.String],i,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\SystemFontMetrics.java,org.antlr.v4.gui.SystemFontMetrics,SystemFontMetrics/1[java.lang.String],graphics,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestUnbufferedTokenStream.java,org.antlr.v4.test.tool.TestUnbufferedTokenStream$TestingUnbufferedTokenStream,TestingUnbufferedTokenStream/1[org.antlr.v4.test.tool.TokenSource],tokenSource,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\AddToLabelList.java,org.antlr.v4.codegen.model.AddToLabelList,"AddToLabelList/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,org.antlr.v4.codegen.model.decl.Decl]",factory,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\AddToLabelList.java,org.antlr.v4.codegen.model.AddToLabelList,"AddToLabelList/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,org.antlr.v4.codegen.model.decl.Decl]",listName,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\AddToLabelList.java,org.antlr.v4.codegen.model.AddToLabelList,"AddToLabelList/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,org.antlr.v4.codegen.model.decl.Decl]",label,2
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathTokenAnywhereElement.java,org.antlr.v4.runtime.tree.xpath.XPathTokenAnywhereElement,evaluate/1[org.antlr.v4.runtime.tree.ParseTree],t,1
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathTokenAnywhereElement.java,org.antlr.v4.runtime.tree.xpath.XPathTokenAnywhereElement,"XPathTokenAnywhereElement/2[java.lang.String,int]",tokenName,1
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\tree\xpath\XPathTokenAnywhereElement.java,org.antlr.v4.runtime.tree.xpath.XPathTokenAnywhereElement,"XPathTokenAnywhereElement/2[java.lang.String,int]",tokenType,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,java.lang.String]",factory,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,java.lang.String]",ast,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,java.lang.String]",rf,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,java.lang.String]",ctx,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,java.lang.String]",action,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,org.antlr.v4.codegen.model.ST]",factory,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,org.antlr.v4.codegen.model.ST]",ctx,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.decl.StructDecl,org.antlr.v4.codegen.model.ST]",actionST,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/2[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.ActionAST]",factory,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/2[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.ActionAST]",ast,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\Action.java,org.antlr.v4.codegen.model.Action,"Action/2[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.ActionAST]",rf,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\typescript\TsNodeRunner.java,org.antlr.v4.test.runtime.typescript.TsNodeRunner,initRuntime/1[org.antlr.v4.test.runtime.RunOptions],runOptions,0
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\typescript\TsNodeRunner.java,org.antlr.v4.test.runtime.typescript.TsNodeRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",e,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\typescript\TsNodeRunner.java,org.antlr.v4.test.runtime.typescript.TsNodeRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",runOptions,0
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\typescript\TsNodeRunner.java,org.antlr.v4.test.runtime.typescript.TsNodeRunner,"compile/2[org.antlr.v4.test.runtime.RunOptions,org.antlr.v4.test.runtime.states.GeneratedState]",generatedState,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,getActionChunks/1[java.lang.String],a,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,getActionChunks/1[java.lang.String],t,4
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,getActionChunks/1[java.lang.String],chunks,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,getActionChunks/1[java.lang.String],splitter,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,testExprs/0,input,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,testExprs/0,expect,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,testExprs/0,chunks,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\TestActionSplitter.java,org.antlr.v4.test.tool.TestActionSplitter,testExprs/0,i,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\RuleActionFunction.java,org.antlr.v4.codegen.model.RuleActionFunction,"RuleActionFunction/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.Rule,java.lang.String]",factory,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\RuleActionFunction.java,org.antlr.v4.codegen.model.RuleActionFunction,"RuleActionFunction/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.Rule,java.lang.String]",r,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\RuleActionFunction.java,org.antlr.v4.codegen.model.RuleActionFunction,"RuleActionFunction/3[org.antlr.v4.codegen.OutputModelFactory,org.antlr.v4.codegen.model.Rule,java.lang.String]",ctxType,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getHeight/1[org.antlr.v4.runtime.tree.Tree],s,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getHeight/1[org.antlr.v4.runtime.tree.Tree],tree,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getHeight/1[org.antlr.v4.runtime.tree.Tree],h,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getHeight/1[org.antlr.v4.runtime.tree.Tree],fontMetrics,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getHeight/1[org.antlr.v4.runtime.tree.Tree],lines,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,VariableExtentProvide/1[org.antlr.v4.gui.TreeViewer],viewer,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getWidth/1[org.antlr.v4.runtime.tree.Tree],s,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getWidth/1[org.antlr.v4.runtime.tree.Tree],w,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getWidth/1[org.antlr.v4.runtime.tree.Tree],tree,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\TreeViewer.java,org.antlr.v4.gui.TreeViewer$VariableExtentProvide,getWidth/1[org.antlr.v4.runtime.tree.Tree],fontMetrics,1
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\java\api\perf\Instrumentor.java,org.antlr.v4.test.runtime.java.api.perf.Instrumentor,"premain/2[java.lang.String,java.lang.instrument.Instrumentation]",args,0
C:\Users\apant\GA1\antlr4\runtime-testsuite\test\org\antlr\v4\test\runtime\java\api\perf\Instrumentor.java,org.antlr.v4.test.runtime.java.api.perf.Instrumentor,"premain/2[java.lang.String,java.lang.instrument.Instrumentation]",I,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",comp,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",image,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",fileName,6
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",extension,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",g,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",factories,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",mimeType,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",out,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",flavor,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",result,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",rect,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",service,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",doc,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",attributes,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\gui\GraphicsSupport.java,org.antlr.v4.gui.GraphicsSupport,"saveImage/2[javax.swing.JComponent,java.lang.String]",job,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ParserInterpreterForTesting.java,org.antlr.v4.test.tool.ParserInterpreterForTesting$DummyParser,"DummyParser/3[org.antlr.v4.tool.Grammar,org.antlr.v4.test.tool.ATN,org.antlr.v4.test.tool.TokenStream]",input,1
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ParserInterpreterForTesting.java,org.antlr.v4.test.tool.ParserInterpreterForTesting$DummyParser,"DummyParser/3[org.antlr.v4.tool.Grammar,org.antlr.v4.test.tool.ATN,org.antlr.v4.test.tool.TokenStream]",g,2
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ParserInterpreterForTesting.java,org.antlr.v4.test.tool.ParserInterpreterForTesting$DummyParser,"DummyParser/3[org.antlr.v4.tool.Grammar,org.antlr.v4.test.tool.ATN,org.antlr.v4.test.tool.TokenStream]",i,5
C:\Users\apant\GA1\antlr4\tool-testsuite\test\org\antlr\v4\test\tool\ParserInterpreterForTesting.java,org.antlr.v4.test.tool.ParserInterpreterForTesting$DummyParser,"DummyParser/3[org.antlr.v4.tool.Grammar,org.antlr.v4.test.tool.ATN,org.antlr.v4.test.tool.TokenStream]",atn,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\RuleContextDecl.java,org.antlr.v4.codegen.model.decl.RuleContextDecl,"RuleContextDecl/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String]",factory,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\RuleContextDecl.java,org.antlr.v4.codegen.model.decl.RuleContextDecl,"RuleContextDecl/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String]",name,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\codegen\model\decl\RuleContextDecl.java,org.antlr.v4.codegen.model.decl.RuleContextDecl,"RuleContextDecl/3[org.antlr.v4.codegen.OutputModelFactory,java.lang.String,java.lang.String]",ctxName,2
C:\Users\apant\GA1\antlr4\runtime\Java\src\org\antlr\v4\runtime\misc\LogManager.java,org.antlr.v4.runtime.misc.LogManager$Record,toString/0,buf,10
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getPrimaryAlts/0,alts,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getPrimaryAlts/0,i,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getPrimaryAlts/0,altInfo,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getRecursiveOpAlts/0,alts,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getRecursiveOpAlts/0,alt,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getRecursiveOpAlts/0,altInfo,1
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getUnlabeledAltASTs/0,alts,4
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getUnlabeledAltASTs/0,i,3
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getUnlabeledAltASTs/0,altInfo,5
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getAltLabels/0,normalAltLabels,2
C:\Users\apant\GA1\antlr4\tool\src\org\antlr\v4\tool\LeftRecursiveRule.java,org.antlr.v4.tool.LeftRecursiveRule,getAltLabels/0,i,3
